% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Bigrams

@RELATION Gender_Bigrams

@ATTRIBUTE Bigrams_Male  NUMERIC
@ATTRIBUTE Bigrams_Female  NUMERIC
@ATTRIBUTE Bigrams  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
6.0,27.0,vi,Female
1.0,4.0,pi,Female
35.0,47.0,ri,Female
34.0,111.0,ni,Female
72.0,136.0,ya,Female
10.0,96.0,ka,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
35.0,47.0,ri,Female
31.0,63.0,hi,Female
10.0,96.0,ka,Female
34.0,111.0,ni,Female
3.0,5.0,ki,Female
37.0,258.0,na,Female
72.0,136.0,ya,Female
1.0,2.0,oo,Female
31.0,63.0,hi,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
421.0,62.0,an,Female
31.0,87.0,ti,Female
35.0,47.0,ri,Female
11.0,115.0,la,Female
134.0,53.0,al,Female
134.0,53.0,al,Female
134.0,53.0,al,Female
134.0,53.0,al,Female
31.0,87.0,ti,Female
2.0,10.0,pa,Female
10.0,96.0,ka,Female
10.0,96.0,ka,Female
10.0,96.0,ka,Female
10.0,96.0,ka,Female
35.0,47.0,ri,Female
9.0,14.0,um,Female
12.0,3.0,ud,Female
134.0,53.0,al,Female
31.0,87.0,ti,Female
22.0,41.0,li,Female
9.0,14.0,um,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
31.0,168.0,ha,Female
10.0,15.0,mi,Female
10.0,15.0,mi,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
72.0,136.0,ya,Female
11.0,115.0,la,Female
37.0,258.0,na,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
1.0,4.0,ly,Female
1.0,4.0,pi,Female
10.0,96.0,ka,Female
11.0,115.0,la,Female
2.0,10.0,pa,Female
10.0,96.0,ka,Female
6.0,27.0,vi,Female
39.0,3.0,hu,Female
11.0,115.0,la,Female
98.0,159.0,ra,Female
26.0,129.0,ta,Female
10.0,96.0,ka,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
26.0,129.0,ta,Female
24.0,6.0,ur,Female
35.0,47.0,ri,Female
20.0,92.0,ma,Female
35.0,47.0,ri,Female
6.0,27.0,vi,Female
45.0,10.0,ak,Female
10.0,15.0,mi,Female
31.0,63.0,hi,Female
31.0,63.0,hi,Female
20.0,92.0,ma,Female
37.0,258.0,na,Female
22.0,41.0,li,Female
35.0,47.0,ri,Female
31.0,63.0,hi,Female
11.0,115.0,la,Female
31.0,87.0,ti,Female
10.0,96.0,ka,Female
34.0,111.0,ni,Female
10.0,96.0,ka,Female
22.0,41.0,li,Female
37.0,258.0,na,Female
10.0,42.0,sa,Female
7.0,7.0,si,Female
7.0,7.0,si,Female
34.0,111.0,ni,Female
98.0,159.0,ra,Female
35.0,47.0,ri,Female
11.0,115.0,la,Female
31.0,168.0,ha,Female
35.0,47.0,ri,Female
10.0,96.0,ka,Female
3.0,2.0,ju,Female
11.0,115.0,la,Female
31.0,168.0,ha,Female
35.0,47.0,ri,Female
20.0,92.0,ma,Female
35.0,47.0,ri,Female
6.0,27.0,vi,Female
1.0,10.0,gi,Female
10.0,15.0,mi,Female
72.0,136.0,ya,Female
35.0,47.0,ri,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
31.0,63.0,hi,Female
98.0,159.0,ra,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
10.0,96.0,ka,Female
22.0,41.0,li,Female
134.0,53.0,al,Female
31.0,87.0,ti,Female
34.0,111.0,ni,Female
31.0,168.0,ha,Female
31.0,87.0,ti,Female
26.0,129.0,ta,Female
323.0,28.0,sh,Female
35.0,6.0,ul,Female
34.0,111.0,ni,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
0.0,7.0,ca,Female
11.0,115.0,la,Female
34.0,111.0,ni,Female
10.0,96.0,ka,Female
34.0,111.0,ni,Female
53.0,3.0,ay,Female
26.0,129.0,ta,Female
98.0,159.0,ra,Female
10.0,96.0,ka,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
421.0,62.0,an,Female
98.0,159.0,ra,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
72.0,136.0,ya,Female
9.0,61.0,da,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
10.0,15.0,mi,Female
34.0,111.0,ni,Female
9.0,61.0,da,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
11.0,115.0,la,Female
7.0,27.0,ja,Female
31.0,63.0,hi,Female
110.0,36.0,am,Female
35.0,47.0,ri,Female
37.0,258.0,na,Female
98.0,159.0,ra,Female
7.0,27.0,ja,Female
10.0,5.0,ru,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
31.0,168.0,ha,Female
134.0,53.0,al,Female
98.0,159.0,ra,Female
31.0,63.0,hi,Female
10.0,96.0,ka,Female
98.0,159.0,ra,Female
26.0,129.0,ta,Female
3.0,5.0,ki,Female
11.0,115.0,la,Female
20.0,92.0,ma,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
11.0,115.0,la,Female
1.0,4.0,yi,Female
20.0,92.0,ma,Female
31.0,168.0,ha,Female
31.0,63.0,hi,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
31.0,168.0,ha,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
72.0,136.0,ya,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
24.0,6.0,ur,Female
35.0,47.0,ri,Female
421.0,62.0,an,Female
134.0,53.0,al,Female
6.0,27.0,vi,Female
34.0,111.0,ni,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
35.0,47.0,ri,Female
35.0,47.0,ri,Female
11.0,115.0,la,Female
34.0,111.0,ni,Female
7.0,27.0,ja,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
20.0,92.0,ma,Female
7.0,27.0,ja,Female
134.0,53.0,al,Female
34.0,111.0,ni,Female
31.0,63.0,hi,Female
45.0,10.0,ak,Female
6.0,27.0,vi,Female
34.0,111.0,ni,Female
22.0,41.0,li,Female
7.0,27.0,ja,Female
35.0,47.0,ri,Female
37.0,258.0,na,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
6.0,27.0,vi,Female
35.0,47.0,ri,Female
31.0,63.0,hi,Female
86.0,35.0,at,Female
34.0,111.0,ni,Female
10.0,96.0,ka,Female
35.0,6.0,ul,Female
34.0,111.0,ni,Female
31.0,87.0,ti,Female
56.0,65.0,en,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
6.0,27.0,vi,Female
98.0,159.0,ra,Female
134.0,53.0,al,Female
45.0,10.0,ak,Female
34.0,111.0,ni,Female
1.0,90.0,ia,Female
22.0,41.0,li,Female
7.0,27.0,ja,Female
7.0,27.0,ja,Female
110.0,36.0,am,Female
3.0,4.0,bi,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
31.0,87.0,ti,Female
31.0,63.0,hi,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
11.0,115.0,la,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
37.0,258.0,na,Female
10.0,42.0,sa,Female
31.0,87.0,ti,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
20.0,92.0,ma,Female
31.0,168.0,ha,Female
31.0,87.0,ti,Female
44.0,11.0,em,Female
20.0,92.0,ma,Female
37.0,258.0,na,Female
26.0,129.0,ta,Female
7.0,7.0,si,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
34.0,111.0,ni,Female
134.0,53.0,al,Female
110.0,36.0,am,Female
9.0,61.0,da,Female
10.0,96.0,ka,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
20.0,92.0,ma,Female
14.0,19.0,va,Female
7.0,27.0,ja,Female
2.0,10.0,pa,Female
22.0,41.0,li,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
37.0,258.0,na,Female
31.0,168.0,ha,Female
10.0,96.0,ka,Female
34.0,111.0,ni,Female
10.0,15.0,mi,Female
34.0,111.0,ni,Female
31.0,168.0,ha,Female
7.0,7.0,si,Female
35.0,47.0,ri,Female
5.0,1.0,ji,Female
35.0,47.0,ri,Female
35.0,47.0,ri,Female
6.0,27.0,vi,Female
10.0,96.0,ka,Female
31.0,168.0,ha,Female
20.0,92.0,ma,Female
34.0,111.0,ni,Female
10.0,96.0,ka,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
72.0,136.0,ya,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
10.0,15.0,mi,Female
10.0,96.0,ka,Female
10.0,96.0,ka,Female
37.0,258.0,na,Female
31.0,87.0,ti,Female
37.0,258.0,na,Female
22.0,41.0,li,Female
1.0,90.0,ia,Female
35.0,6.0,ul,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
13.0,2.0,nu,Female
10.0,96.0,ka,Female
110.0,36.0,am,Female
20.0,92.0,ma,Female
10.0,15.0,mi,Female
14.0,19.0,va,Female
31.0,87.0,ti,Female
5.0,11.0,wa,Female
1.0,5.0,ea,Female
31.0,168.0,ha,Female
31.0,63.0,hi,Female
59.0,5.0,im,Female
10.0,96.0,ka,Female
20.0,92.0,ma,Female
26.0,129.0,ta,Female
10.0,96.0,ka,Female
8.0,1.0,tu,Female
72.0,136.0,ya,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
20.0,92.0,ma,Female
11.0,115.0,la,Female
110.0,36.0,am,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
0.0,2.0,sy,Female
31.0,168.0,ha,Female
31.0,63.0,hi,Female
98.0,159.0,ra,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
31.0,63.0,hi,Female
34.0,111.0,ni,Female
20.0,92.0,ma,Female
18.0,4.0,un,Female
2.0,10.0,pa,Female
2.0,10.0,pa,Female
134.0,53.0,al,Female
22.0,41.0,li,Female
31.0,63.0,hi,Female
35.0,47.0,ri,Female
10.0,96.0,ka,Female
1.0,1.0,jh,Female
10.0,96.0,ka,Female
31.0,63.0,hi,Female
31.0,87.0,ti,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
10.0,96.0,ka,Female
6.0,27.0,vi,Female
10.0,96.0,ka,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
22.0,41.0,li,Female
22.0,41.0,li,Female
34.0,111.0,ni,Female
31.0,63.0,hi,Female
31.0,63.0,hi,Female
34.0,111.0,ni,Female
31.0,168.0,ha,Female
72.0,136.0,ya,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
9.0,61.0,da,Female
37.0,258.0,na,Female
31.0,63.0,hi,Female
26.0,129.0,ta,Female
22.0,41.0,li,Female
72.0,136.0,ya,Female
26.0,129.0,ta,Female
72.0,136.0,ya,Female
26.0,129.0,ta,Female
72.0,136.0,ya,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
22.0,41.0,li,Female
26.0,129.0,ta,Female
11.0,115.0,la,Female
31.0,63.0,hi,Female
253.0,29.0,ar,Female
31.0,87.0,ti,Female
323.0,28.0,sh,Female
26.0,129.0,ta,Female
421.0,62.0,an,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
98.0,159.0,ra,Female
31.0,63.0,hi,Female
11.0,115.0,la,Female
20.0,92.0,ma,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
110.0,36.0,am,Female
10.0,96.0,ka,Female
26.0,129.0,ta,Female
7.0,1.0,oj,Female
7.0,27.0,ja,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
26.0,129.0,ta,Female
35.0,47.0,ri,Female
20.0,92.0,ma,Female
134.0,53.0,al,Female
31.0,63.0,hi,Female
11.0,115.0,la,Female
22.0,41.0,li,Female
7.0,27.0,ja,Female
31.0,87.0,ti,Female
11.0,115.0,la,Female
10.0,96.0,ka,Female
87.0,29.0,in,Female
34.0,111.0,ni,Female
6.0,27.0,vi,Female
26.0,129.0,ta,Female
10.0,42.0,sa,Female
35.0,47.0,ri,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
9.0,61.0,da,Female
72.0,136.0,ya,Female
10.0,96.0,ka,Female
11.0,115.0,la,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
31.0,63.0,hi,Female
34.0,111.0,ni,Female
31.0,87.0,ti,Female
22.0,41.0,li,Female
11.0,115.0,la,Female
134.0,53.0,al,Female
22.0,41.0,li,Female
10.0,96.0,ka,Female
22.0,41.0,li,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
2.0,10.0,pa,Female
1.0,4.0,pi,Female
10.0,96.0,ka,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
98.0,159.0,ra,Female
1.0,10.0,gi,Female
34.0,111.0,ni,Female
10.0,96.0,ka,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
34.0,111.0,ni,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
20.0,15.0,ee,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
72.0,136.0,ya,Female
31.0,63.0,hi,Female
35.0,47.0,ri,Female
6.0,27.0,vi,Female
34.0,111.0,ni,Female
1.0,4.0,yi,Female
22.0,41.0,li,Female
31.0,87.0,ti,Female
1.0,10.0,gi,Female
31.0,63.0,hi,Female
98.0,159.0,ra,Female
31.0,63.0,hi,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
11.0,115.0,la,Female
31.0,87.0,ti,Female
26.0,129.0,ta,Female
20.0,92.0,ma,Female
134.0,53.0,al,Female
11.0,115.0,la,Female
22.0,41.0,li,Female
10.0,96.0,ka,Female
1.0,10.0,gi,Female
11.0,115.0,la,Female
1.0,90.0,ia,Female
34.0,111.0,ni,Female
31.0,63.0,hi,Female
10.0,96.0,ka,Female
20.0,92.0,ma,Female
10.0,15.0,mi,Female
421.0,62.0,an,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
39.0,3.0,hu,Female
7.0,27.0,ja,Female
26.0,129.0,ta,Female
98.0,159.0,ra,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
9.0,4.0,eh,Female
31.0,168.0,ha,Female
134.0,53.0,al,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
9.0,61.0,da,Female
31.0,168.0,ha,Female
34.0,111.0,ni,Female
20.0,92.0,ma,Female
10.0,15.0,mi,Female
37.0,258.0,na,Female
31.0,63.0,hi,Female
134.0,53.0,al,Female
22.0,41.0,li,Female
1.0,90.0,ia,Female
10.0,96.0,ka,Female
72.0,136.0,ya,Female
72.0,136.0,ya,Female
31.0,63.0,hi,Female
31.0,63.0,hi,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
98.0,159.0,ra,Female
72.0,136.0,ya,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
98.0,159.0,ra,Female
26.0,129.0,ta,Female
98.0,159.0,ra,Female
20.0,92.0,ma,Female
37.0,258.0,na,Female
2.0,10.0,pa,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
72.0,10.0,as,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
11.0,115.0,la,Female
26.0,129.0,ta,Female
72.0,136.0,ya,Female
72.0,136.0,ya,Female
31.0,63.0,hi,Female
31.0,87.0,ti,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
421.0,62.0,an,Female
31.0,63.0,hi,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
9.0,61.0,da,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
35.0,47.0,ri,Female
31.0,87.0,ti,Female
98.0,159.0,ra,Female
11.0,115.0,la,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
37.0,258.0,na,Female
31.0,168.0,ha,Female
38.0,6.0,et,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
31.0,168.0,ha,Female
5.0,6.0,ga,Female
1.0,10.0,gi,Female
6.0,27.0,vi,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
31.0,63.0,hi,Female
20.0,92.0,ma,Female
31.0,87.0,ti,Female
11.0,115.0,la,Female
20.0,92.0,ma,Female
37.0,258.0,na,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
31.0,168.0,ha,Female
11.0,115.0,la,Female
31.0,63.0,hi,Female
37.0,258.0,na,Female
22.0,41.0,li,Female
31.0,87.0,ti,Female
31.0,87.0,ti,Female
37.0,258.0,na,Female
7.0,7.0,si,Female
72.0,136.0,ya,Female
10.0,96.0,ka,Female
31.0,168.0,ha,Female
1.0,4.0,yi,Female
31.0,168.0,ha,Female
13.0,2.0,nu,Female
7.0,27.0,ja,Female
35.0,47.0,ri,Female
6.0,27.0,vi,Female
72.0,136.0,ya,Female
34.0,111.0,ni,Female
7.0,7.0,si,Female
72.0,136.0,ya,Female
31.0,87.0,ti,Female
1.0,4.0,pi,Female
98.0,159.0,ra,Female
134.0,53.0,al,Female
11.0,115.0,la,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
11.0,115.0,la,Female
10.0,5.0,ru,Female
10.0,5.0,ru,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
10.0,96.0,ka,Female
31.0,168.0,ha,Female
134.0,53.0,al,Female
72.0,10.0,as,Female
6.0,27.0,vi,Female
2.0,1.0,wi,Female
34.0,111.0,ni,Female
3.0,24.0,aa,Female
20.0,92.0,ma,Female
134.0,53.0,al,Female
1.0,5.0,le,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
98.0,159.0,ra,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
31.0,168.0,ha,Female
11.0,115.0,la,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
72.0,136.0,ya,Female
37.0,258.0,na,Female
10.0,96.0,ka,Female
7.0,7.0,si,Female
31.0,87.0,ti,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
72.0,10.0,as,Female
34.0,111.0,ni,Female
11.0,115.0,la,Female
11.0,115.0,la,Female
10.0,96.0,ka,Female
20.0,92.0,ma,Female
31.0,87.0,ti,Female
20.0,92.0,ma,Female
37.0,258.0,na,Female
7.0,27.0,ja,Female
10.0,15.0,mi,Female
11.0,115.0,la,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
6.0,27.0,vi,Female
31.0,168.0,ha,Female
421.0,62.0,an,Female
20.0,92.0,ma,Female
66.0,10.0,il,Female
98.0,159.0,ra,Female
26.0,129.0,ta,Female
10.0,96.0,ka,Female
31.0,168.0,ha,Female
34.0,111.0,ni,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
11.0,115.0,la,Female
9.0,61.0,da,Female
98.0,159.0,ra,Female
31.0,87.0,ti,Female
20.0,15.0,ee,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
10.0,96.0,ka,Female
421.0,62.0,an,Male
52.0,0.0,id,Male
66.0,10.0,il,Male
66.0,10.0,il,Male
110.0,36.0,am,Male
20.0,15.0,ee,Male
59.0,5.0,im,Male
66.0,10.0,il,Male
112.0,6.0,ir,Male
34.0,4.0,ib,Male
66.0,10.0,il,Male
19.0,1.0,if,Male
20.0,1.0,iz,Male
421.0,62.0,an,Male
19.0,1.0,if,Male
112.0,6.0,ir,Male
19.0,1.0,if,Male
59.0,5.0,im,Male
19.0,1.0,if,Male
8.0,4.0,us,Male
421.0,62.0,an,Male
59.0,5.0,im,Male
421.0,62.0,an,Male
35.0,6.0,ul,Male
72.0,10.0,as,Male
20.0,15.0,ee,Male
3.0,0.0,dl,Male
1.0,0.0,uw,Male
88.0,8.0,ad,Male
44.0,11.0,em,Male
59.0,5.0,im,Male
134.0,53.0,al,Male
8.0,2.0,ez,Male
59.0,5.0,im,Male
20.0,1.0,iz,Male
35.0,47.0,ri,Male
113.0,9.0,it,Male
20.0,15.0,ee,Male
118.0,11.0,th,Male
5.0,0.0,qi,Male
35.0,47.0,ri,Male
73.0,13.0,er,Male
87.0,29.0,in,Male
96.0,612.0,ah,Male
253.0,29.0,ar,Male
19.0,7.0,or,Male
8.0,2.0,ez,Male
20.0,1.0,iz,Male
110.0,36.0,am,Male
44.0,11.0,em,Male
44.0,11.0,em,Male
59.0,5.0,im,Male
40.0,5.0,ed,Male
52.0,0.0,id,Male
421.0,62.0,an,Male
16.0,4.0,aq,Male
23.0,2.0,eb,Male
34.0,4.0,ib,Male
4.0,0.0,yy,Male
253.0,29.0,ar,Male
48.0,18.0,el,Male
88.0,8.0,ad,Male
112.0,6.0,ir,Male
44.0,11.0,em,Male
59.0,5.0,im,Male
112.0,6.0,ir,Male
12.0,0.0,ef,Male
52.0,0.0,id,Male
46.0,0.0,ik,Male
40.0,5.0,ed,Male
34.0,111.0,ni,Male
421.0,62.0,an,Male
56.0,65.0,en,Male
20.0,15.0,ee,Male
40.0,5.0,ed,Male
87.0,29.0,in,Male
87.0,29.0,in,Male
87.0,29.0,in,Male
20.0,15.0,ee,Male
20.0,1.0,iz,Male
23.0,2.0,eb,Male
59.0,5.0,im,Male
59.0,5.0,im,Male
38.0,6.0,et,Male
113.0,9.0,it,Male
112.0,6.0,ir,Male
134.0,53.0,al,Male
31.0,87.0,ti,Male
34.0,111.0,ni,Male
10.0,0.0,fi,Male
73.0,13.0,er,Male
19.0,7.0,or,Male
112.0,6.0,ir,Male
73.0,13.0,er,Male
112.0,6.0,ir,Male
253.0,29.0,ar,Male
9.0,14.0,um,Male
4.0,2.0,os,Male
10.0,0.0,fi,Male
2.0,0.0,bb,Male
10.0,0.0,fi,Male
44.0,11.0,em,Male
59.0,5.0,im,Male
421.0,62.0,an,Male
34.0,4.0,ib,Male
5.0,0.0,uf,Male
30.0,11.0,ab,Male
22.0,41.0,li,Male
52.0,0.0,id,Male
52.0,0.0,id,Male
66.0,10.0,il,Male
2.0,0.0,iy,Male
7.0,7.0,si,Male
20.0,15.0,ee,Male
44.0,11.0,em,Male
44.0,11.0,em,Male
5.0,0.0,qi,Male
35.0,47.0,ri,Male
113.0,9.0,it,Male
3.0,0.0,rr,Male
112.0,6.0,ir,Male
253.0,29.0,ar,Male
24.0,6.0,ur,Male
34.0,111.0,ni,Male
14.0,5.0,di,Male
17.0,0.0,dh,Male
44.0,11.0,em,Male
44.0,11.0,em,Male
40.0,5.0,ed,Male
1.0,0.0,qq,Male
23.0,2.0,eb,Male
253.0,29.0,ar,Male
48.0,18.0,el,Male
44.0,11.0,em,Male
22.0,0.0,iq,Male
96.0,612.0,ah,Male
12.0,0.0,ef,Male
40.0,5.0,ed,Male
52.0,0.0,id,Male
46.0,0.0,ik,Male
52.0,0.0,id,Male
34.0,111.0,ni,Male
2.0,1.0,zz,Male
23.0,2.0,eb,Male
87.0,29.0,in,Male
112.0,6.0,ir,Male
20.0,15.0,ee,Male
24.0,6.0,ur,Male
112.0,6.0,ir,Male
253.0,29.0,ar,Male
9.0,14.0,um,Male
8.0,4.0,us,Male
40.0,5.0,ed,Male
52.0,0.0,id,Male
52.0,0.0,id,Male
14.0,0.0,od,Male
30.0,11.0,ab,Male
118.0,11.0,th,Male
421.0,62.0,an,Male
52.0,0.0,id,Male
16.0,4.0,aq,Male
44.0,11.0,em,Male
421.0,62.0,an,Male
23.0,2.0,eb,Male
40.0,5.0,ed,Male
5.0,0.0,uf,Male
16.0,4.0,aq,Male
24.0,6.0,ur,Male
8.0,4.0,us,Male
24.0,6.0,ur,Male
110.0,36.0,am,Male
88.0,8.0,ad,Male
10.0,15.0,mi,Male
253.0,29.0,ar,Male
10.0,0.0,fi,Male
2.0,0.0,oh,Male
52.0,0.0,id,Male
24.0,6.0,ur,Male
110.0,36.0,am,Male
88.0,8.0,ad,Male
1.0,0.0,ei,Male
40.0,5.0,ed,Male
24.0,6.0,ur,Male
52.0,0.0,id,Male
22.0,41.0,li,Male
88.0,8.0,ad,Male
253.0,29.0,ar,Male
323.0,28.0,sh,Male
7.0,7.0,si,Male
31.0,63.0,hi,Male
421.0,62.0,an,Male
88.0,8.0,ad,Male
421.0,62.0,an,Male
35.0,47.0,ri,Male
110.0,36.0,am,Male
2.0,1.0,wi,Male
2.0,1.0,wi,Male
23.0,2.0,eb,Male
48.0,18.0,el,Male
44.0,11.0,em,Male
48.0,18.0,el,Male
110.0,36.0,am,Male
44.0,11.0,em,Male
34.0,4.0,ib,Male
66.0,10.0,il,Male
2.0,0.0,iy,Male
3.0,0.0,dl,Male
421.0,62.0,an,Male
112.0,6.0,ir,Male
421.0,62.0,an,Male
16.0,4.0,aq,Male
12.0,0.0,ef,Male
421.0,62.0,an,Male
110.0,36.0,am,Male
19.0,1.0,if,Male
22.0,0.0,iq,Male
96.0,612.0,ah,Male
35.0,11.0,az,Male
2.0,1.0,uz,Male
30.0,11.0,ab,Male
30.0,11.0,ab,Male
134.0,53.0,al,Male
3.0,0.0,rr,Male
30.0,11.0,ab,Male
88.0,8.0,ad,Male
88.0,8.0,ad,Male
253.0,29.0,ar,Male
10.0,5.0,af,Male
421.0,62.0,an,Male
72.0,10.0,as,Male
421.0,62.0,an,Male
30.0,11.0,ab,Male
421.0,62.0,an,Male
17.0,0.0,dh,Male
35.0,11.0,az,Male
421.0,62.0,an,Male
86.0,35.0,at,Male
73.0,13.0,er,Male
96.0,612.0,ah,Male
134.0,53.0,al,Male
253.0,29.0,ar,Male
72.0,10.0,as,Male
44.0,11.0,em,Male
72.0,10.0,as,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
16.0,4.0,aq,Male
253.0,29.0,ar,Male
19.0,1.0,if,Male
134.0,53.0,al,Male
110.0,36.0,am,Male
22.0,41.0,li,Male
421.0,62.0,an,Male
112.0,6.0,ir,Male
323.0,28.0,sh,Male
421.0,62.0,an,Male
253.0,29.0,ar,Male
110.0,36.0,am,Male
7.0,2.0,yr,Male
73.0,13.0,er,Male
73.0,13.0,er,Male
87.0,29.0,in,Male
112.0,6.0,ir,Male
88.0,8.0,ad,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
1.0,0.0,mr,Male
72.0,10.0,as,Male
96.0,612.0,ah,Male
6.0,0.0,eq,Male
9.0,3.0,es,Male
22.0,0.0,iq,Male
20.0,11.0,is,Male
110.0,36.0,am,Male
253.0,29.0,ar,Male
