% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Unigrams

@RELATION Gender_Unigrams

@ATTRIBUTE Unigrams_Male  NUMERIC
@ATTRIBUTE Unigrams_Female  NUMERIC
@ATTRIBUTE Unigram  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
297.0,96.0,l,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
621.0,657.0,h,Female
297.0,96.0,l,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
78.0,24.0,y,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
618.0,175.0,n,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
235.0,70.0,m,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
113.0,21.0,u,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
502.0,67.0,r,Female
234.0,434.0,i,Female
618.0,175.0,n,Female
297.0,96.0,l,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
128.0,13.0,k,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
327.0,55.0,t,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
618.0,175.0,n,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
128.0,13.0,k,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
235.0,70.0,m,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
235.0,70.0,m,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
297.0,96.0,l,Female
235.0,70.0,m,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
113.0,21.0,u,Female
377.0,1549.0,a,Female
235.0,70.0,m,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
235.0,70.0,m,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
113.0,21.0,u,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
235.0,70.0,m,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
78.0,24.0,y,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
618.0,175.0,n,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
621.0,657.0,h,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
502.0,67.0,r,Female
234.0,434.0,i,Female
621.0,657.0,h,Female
377.0,1549.0,a,Female
618.0,175.0,n,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
235.0,70.0,m,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
102.0,9.0,j,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
618.0,175.0,n,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
42.0,54.0,e,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
618.0,175.0,n,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
113.0,21.0,u,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
621.0,657.0,h,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
297.0,96.0,l,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
120.0,33.0,s,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
618.0,175.0,n,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
327.0,55.0,t,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
113.0,21.0,u,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
113.0,21.0,u,Female
113.0,21.0,u,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
120.0,33.0,s,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
42.0,54.0,e,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
120.0,33.0,s,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
618.0,175.0,n,Female
377.0,1549.0,a,Female
297.0,96.0,l,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
42.0,54.0,e,Female
234.0,434.0,i,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
377.0,1549.0,a,Female
234.0,434.0,i,Female
377.0,1549.0,a,Female
618.0,175.0,n,Male
254.0,19.0,d,Male
297.0,96.0,l,Male
297.0,96.0,l,Male
235.0,70.0,m,Male
42.0,54.0,e,Male
235.0,70.0,m,Male
297.0,96.0,l,Male
502.0,67.0,r,Male
110.0,21.0,b,Male
297.0,96.0,l,Male
50.0,7.0,f,Male
70.0,17.0,z,Male
618.0,175.0,n,Male
50.0,7.0,f,Male
502.0,67.0,r,Male
50.0,7.0,f,Male
235.0,70.0,m,Male
50.0,7.0,f,Male
120.0,33.0,s,Male
618.0,175.0,n,Male
235.0,70.0,m,Male
618.0,175.0,n,Male
297.0,96.0,l,Male
120.0,33.0,s,Male
42.0,54.0,e,Male
297.0,96.0,l,Male
5.0,0.0,w,Male
254.0,19.0,d,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
297.0,96.0,l,Male
70.0,17.0,z,Male
235.0,70.0,m,Male
70.0,17.0,z,Male
234.0,434.0,i,Male
327.0,55.0,t,Male
42.0,54.0,e,Male
621.0,657.0,h,Male
234.0,434.0,i,Male
234.0,434.0,i,Male
502.0,67.0,r,Male
618.0,175.0,n,Male
621.0,657.0,h,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
70.0,17.0,z,Male
70.0,17.0,z,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
254.0,19.0,d,Male
254.0,19.0,d,Male
618.0,175.0,n,Male
49.0,5.0,q,Male
110.0,21.0,b,Male
110.0,21.0,b,Male
78.0,24.0,y,Male
502.0,67.0,r,Male
297.0,96.0,l,Male
254.0,19.0,d,Male
502.0,67.0,r,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
502.0,67.0,r,Male
50.0,7.0,f,Male
254.0,19.0,d,Male
128.0,13.0,k,Male
254.0,19.0,d,Male
234.0,434.0,i,Male
618.0,175.0,n,Male
618.0,175.0,n,Male
42.0,54.0,e,Male
254.0,19.0,d,Male
618.0,175.0,n,Male
618.0,175.0,n,Male
618.0,175.0,n,Male
42.0,54.0,e,Male
70.0,17.0,z,Male
110.0,21.0,b,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
327.0,55.0,t,Male
327.0,55.0,t,Male
502.0,67.0,r,Male
297.0,96.0,l,Male
234.0,434.0,i,Male
234.0,434.0,i,Male
234.0,434.0,i,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
235.0,70.0,m,Male
120.0,33.0,s,Male
234.0,434.0,i,Male
110.0,21.0,b,Male
234.0,434.0,i,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
618.0,175.0,n,Male
110.0,21.0,b,Male
50.0,7.0,f,Male
110.0,21.0,b,Male
234.0,434.0,i,Male
254.0,19.0,d,Male
254.0,19.0,d,Male
297.0,96.0,l,Male
78.0,24.0,y,Male
234.0,434.0,i,Male
42.0,54.0,e,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
234.0,434.0,i,Male
234.0,434.0,i,Male
327.0,55.0,t,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
234.0,434.0,i,Male
234.0,434.0,i,Male
621.0,657.0,h,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
254.0,19.0,d,Male
49.0,5.0,q,Male
110.0,21.0,b,Male
502.0,67.0,r,Male
297.0,96.0,l,Male
235.0,70.0,m,Male
49.0,5.0,q,Male
621.0,657.0,h,Male
50.0,7.0,f,Male
254.0,19.0,d,Male
254.0,19.0,d,Male
128.0,13.0,k,Male
254.0,19.0,d,Male
234.0,434.0,i,Male
70.0,17.0,z,Male
110.0,21.0,b,Male
618.0,175.0,n,Male
502.0,67.0,r,Male
42.0,54.0,e,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
235.0,70.0,m,Male
120.0,33.0,s,Male
254.0,19.0,d,Male
254.0,19.0,d,Male
254.0,19.0,d,Male
254.0,19.0,d,Male
110.0,21.0,b,Male
621.0,657.0,h,Male
618.0,175.0,n,Male
254.0,19.0,d,Male
49.0,5.0,q,Male
235.0,70.0,m,Male
618.0,175.0,n,Male
110.0,21.0,b,Male
254.0,19.0,d,Male
50.0,7.0,f,Male
49.0,5.0,q,Male
502.0,67.0,r,Male
120.0,33.0,s,Male
502.0,67.0,r,Male
235.0,70.0,m,Male
254.0,19.0,d,Male
234.0,434.0,i,Male
502.0,67.0,r,Male
234.0,434.0,i,Male
621.0,657.0,h,Male
254.0,19.0,d,Male
502.0,67.0,r,Male
235.0,70.0,m,Male
254.0,19.0,d,Male
234.0,434.0,i,Male
254.0,19.0,d,Male
502.0,67.0,r,Male
254.0,19.0,d,Male
234.0,434.0,i,Male
254.0,19.0,d,Male
502.0,67.0,r,Male
621.0,657.0,h,Male
234.0,434.0,i,Male
234.0,434.0,i,Male
618.0,175.0,n,Male
254.0,19.0,d,Male
618.0,175.0,n,Male
234.0,434.0,i,Male
235.0,70.0,m,Male
234.0,434.0,i,Male
234.0,434.0,i,Male
110.0,21.0,b,Male
297.0,96.0,l,Male
235.0,70.0,m,Male
297.0,96.0,l,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
110.0,21.0,b,Male
297.0,96.0,l,Male
78.0,24.0,y,Male
297.0,96.0,l,Male
618.0,175.0,n,Male
502.0,67.0,r,Male
618.0,175.0,n,Male
49.0,5.0,q,Male
50.0,7.0,f,Male
618.0,175.0,n,Male
235.0,70.0,m,Male
50.0,7.0,f,Male
49.0,5.0,q,Male
621.0,657.0,h,Male
70.0,17.0,z,Male
70.0,17.0,z,Male
110.0,21.0,b,Male
110.0,21.0,b,Male
297.0,96.0,l,Male
502.0,67.0,r,Male
110.0,21.0,b,Male
254.0,19.0,d,Male
254.0,19.0,d,Male
502.0,67.0,r,Male
50.0,7.0,f,Male
618.0,175.0,n,Male
120.0,33.0,s,Male
618.0,175.0,n,Male
110.0,21.0,b,Male
618.0,175.0,n,Male
621.0,657.0,h,Male
70.0,17.0,z,Male
618.0,175.0,n,Male
327.0,55.0,t,Male
502.0,67.0,r,Male
621.0,657.0,h,Male
297.0,96.0,l,Male
502.0,67.0,r,Male
120.0,33.0,s,Male
235.0,70.0,m,Male
120.0,33.0,s,Male
618.0,175.0,n,Male
621.0,657.0,h,Male
49.0,5.0,q,Male
502.0,67.0,r,Male
50.0,7.0,f,Male
297.0,96.0,l,Male
235.0,70.0,m,Male
234.0,434.0,i,Male
618.0,175.0,n,Male
502.0,67.0,r,Male
621.0,657.0,h,Male
618.0,175.0,n,Male
502.0,67.0,r,Male
235.0,70.0,m,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
618.0,175.0,n,Male
502.0,67.0,r,Male
254.0,19.0,d,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
120.0,33.0,s,Male
621.0,657.0,h,Male
49.0,5.0,q,Male
120.0,33.0,s,Male
49.0,5.0,q,Male
120.0,33.0,s,Male
235.0,70.0,m,Male
502.0,67.0,r,Male
621.0,657.0,h,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
120.0,33.0,s,Male
297.0,96.0,l,Male
297.0,96.0,l,Male
70.0,17.0,z,Male
110.0,21.0,b,Male
110.0,21.0,b,Male
70.0,17.0,z,Male
618.0,175.0,n,Male
235.0,70.0,m,Male
50.0,7.0,f,Male
621.0,657.0,h,Male
618.0,175.0,n,Male
618.0,175.0,n,Male
235.0,70.0,m,Male
297.0,96.0,l,Male
618.0,175.0,n,Male
621.0,657.0,h,Male
254.0,19.0,d,Male
49.0,5.0,q,Male
618.0,175.0,n,Male
621.0,657.0,h,Male
618.0,175.0,n,Male
254.0,19.0,d,Male
254.0,19.0,d,Male
502.0,67.0,r,Male
621.0,657.0,h,Male
327.0,55.0,t,Male
254.0,19.0,d,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
621.0,657.0,h,Male
502.0,67.0,r,Male
70.0,17.0,z,Male
502.0,67.0,r,Male
49.0,5.0,q,Male
128.0,13.0,k,Male
235.0,70.0,m,Male
618.0,175.0,n,Male
621.0,657.0,h,Male
50.0,7.0,f,Male
235.0,70.0,m,Male
235.0,70.0,m,Male
502.0,67.0,r,Male
377.0,1549.0,a,Male
49.0,5.0,q,Male
110.0,21.0,b,Male
502.0,67.0,r,Male
70.0,17.0,z,Male
502.0,67.0,r,Male
50.0,7.0,f,Male
128.0,13.0,k,Male
49.0,5.0,q,Male
49.0,5.0,q,Male
254.0,19.0,d,Male
50.0,7.0,f,Male
618.0,175.0,n,Male
120.0,33.0,s,Male
618.0,175.0,n,Male
70.0,17.0,z,Male
70.0,17.0,z,Male
128.0,13.0,k,Male
618.0,175.0,n,Male
618.0,175.0,n,Male
618.0,175.0,n,Male
110.0,21.0,b,Male
621.0,657.0,h,Male
110.0,21.0,b,Male
618.0,175.0,n,Male
254.0,19.0,d,Male
235.0,70.0,m,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
235.0,70.0,m,Male
618.0,175.0,n,Male
327.0,55.0,t,Male
49.0,5.0,q,Male
234.0,434.0,i,Male
235.0,70.0,m,Male
502.0,67.0,r,Male
235.0,70.0,m,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
327.0,55.0,t,Male
502.0,67.0,r,Male
49.0,5.0,q,Male
297.0,96.0,l,Male
235.0,70.0,m,Male
502.0,67.0,r,Male
502.0,67.0,r,Male
327.0,55.0,t,Male
297.0,96.0,l,Male
235.0,70.0,m,Male
502.0,67.0,r,Male
235.0,70.0,m,Male
297.0,96.0,l,Male
618.0,175.0,n,Male
235.0,70.0,m,Male
254.0,19.0,d,Male
297.0,96.0,l,Male
502.0,67.0,r,Male
327.0,55.0,t,Male
128.0,13.0,k,Male
254.0,19.0,d,Male
618.0,175.0,n,Male
618.0,175.0,n,Male
618.0,175.0,n,Male
621.0,657.0,h,Male
621.0,657.0,h,Male
502.0,67.0,r,Male
297.0,96.0,l,Male
297.0,96.0,l,Male
502.0,67.0,r,Male
621.0,657.0,h,Male
297.0,96.0,l,Male
621.0,657.0,h,Male
297.0,96.0,l,Male
235.0,70.0,m,Male
254.0,19.0,d,Male
621.0,657.0,h,Male
