% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Trigrams

@RELATION Gender_Trigrams

@ATTRIBUTE Trigrams_Male  NUMERIC
@ATTRIBUTE Trigrams_Female  NUMERIC
@ATTRIBUTE Trigrams  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
1.0,11.0,una,Female
1.0,4.0,aki,Female
25.0,44.0,ani,Female
3.0,12.0,avi,Female
9.0,24.0,aya,Female
25.0,44.0,ani,Female
0.0,10.0,nti,Female
3.0,11.0,bha,Female
3.0,10.0,ada,Female
2.0,10.0,hri,Female
4.0,13.0,dha,Female
3.0,85.0,ita,Female
19.0,96.0,ana,Female
3.0,78.0,ika,Female
3.0,6.0,lak,Female
1.0,9.0,rna,Female
21.0,2.0,eel,Female
10.0,2.0,mil,Female
0.0,3.0,asa,Female
2.0,9.0,nta,Female
3.0,78.0,ika,Female
3.0,85.0,ita,Female
0.0,5.0,uhi,Female
0.0,2.0,ily,Female
2.0,1.0,oti,Female
3.0,78.0,ika,Female
0.0,7.0,sna,Female
4.0,4.0,vya,Female
19.0,21.0,ari,Female
2.0,50.0,ini,Female
0.0,3.0,ori,Female
6.0,5.0,jal,Female
0.0,1.0,jol,Female
15.0,24.0,ali,Female
0.0,1.0,jri,Female
4.0,26.0,ala,Female
19.0,30.0,ati,Female
15.0,24.0,ali,Female
3.0,78.0,ika,Female
1.0,3.0,ndi,Female
4.0,2.0,lee,Female
19.0,96.0,ana,Female
3.0,85.0,ita,Female
25.0,44.0,ani,Female
6.0,27.0,shi,Female
4.0,26.0,ala,Female
6.0,27.0,shi,Female
3.0,78.0,ika,Female
2.0,50.0,ini,Female
19.0,96.0,ana,Female
2.0,50.0,ini,Female
2.0,3.0,mna,Female
3.0,78.0,ika,Female
1.0,6.0,mya,Female
10.0,1.0,nak,Female
10.0,53.0,iya,Female
10.0,7.0,nan,Female
98.0,14.0,han,Female
3.0,8.0,chi,Female
3.0,78.0,ika,Female
0.0,3.0,hka,Female
2.0,9.0,nta,Female
0.0,10.0,nti,Female
10.0,53.0,iya,Female
1.0,36.0,ila,Female
0.0,32.0,ena,Female
2.0,8.0,hma,Female
1.0,11.0,una,Female
6.0,27.0,shi,Female
3.0,78.0,ika,Female
64.0,18.0,ish,Female
3.0,38.0,ira,Female
1.0,2.0,hvi,Female
1.0,2.0,api,Female
4.0,5.0,uri,Female
25.0,44.0,ani,Female
3.0,4.0,lya,Female
3.0,78.0,ika,Female
3.0,85.0,ita,Female
25.0,44.0,ani,Female
19.0,21.0,ari,Female
6.0,27.0,shi,Female
3.0,78.0,ika,Female
2.0,50.0,ini,Female
1.0,4.0,aki,Female
19.0,96.0,ana,Female
10.0,6.0,eya,Female
0.0,1.0,boo,Female
6.0,27.0,shi,Female
19.0,30.0,ati,Female
9.0,24.0,aya,Female
32.0,3.0,ran,Female
3.0,3.0,rti,Female
0.0,3.0,ori,Female
1.0,36.0,ila,Female
18.0,7.0,mal,Female
23.0,3.0,pal,Female
23.0,3.0,pal,Female
4.0,4.0,yal,Female
0.0,10.0,nti,Female
1.0,1.0,ipa,Female
3.0,78.0,ika,Female
3.0,78.0,ika,Female
3.0,78.0,ika,Female
3.0,78.0,ika,Female
19.0,21.0,ari,Female
0.0,1.0,kum,Female
2.0,1.0,mud,Female
3.0,2.0,tal,Female
0.0,10.0,nti,Female
15.0,24.0,ali,Female
2.0,3.0,sum,Female
3.0,85.0,ita,Female
0.0,2.0,jni,Female
11.0,74.0,sha,Female
0.0,1.0,xmi,Female
2.0,7.0,hmi,Female
3.0,85.0,ita,Female
7.0,7.0,ata,Female
4.0,14.0,nya,Female
0.0,18.0,ela,Female
0.0,32.0,ena,Female
1.0,12.0,kha,Female
2.0,15.0,tha,Female
0.0,2.0,ily,Female
0.0,1.0,ipi,Female
3.0,78.0,ika,Female
1.0,2.0,ola,Female
0.0,2.0,opa,Female
3.0,78.0,ika,Female
3.0,12.0,avi,Female
7.0,2.0,dhu,Female
4.0,26.0,ala,Female
5.0,37.0,ara,Female
7.0,7.0,ata,Female
3.0,78.0,ika,Female
19.0,30.0,ati,Female
19.0,30.0,ati,Female
3.0,85.0,ita,Female
0.0,2.0,hur,Female
4.0,5.0,uri,Female
0.0,29.0,ima,Female
2.0,10.0,hri,Female
1.0,3.0,evi,Female
4.0,2.0,hak,Female
2.0,7.0,hmi,Female
6.0,27.0,shi,Female
4.0,2.0,ahi,Female
0.0,29.0,ima,Female
4.0,60.0,ina,Female
0.0,7.0,ili,Female
6.0,3.0,tri,Female
6.0,27.0,shi,Female
4.0,26.0,ala,Female
19.0,30.0,ati,Female
3.0,78.0,ika,Female
2.0,50.0,ini,Female
3.0,78.0,ika,Female
15.0,24.0,ali,Female
19.0,96.0,ana,Female
0.0,3.0,asa,Female
3.0,6.0,asi,Female
3.0,6.0,asi,Female
2.0,50.0,ini,Female
3.0,38.0,ira,Female
19.0,21.0,ari,Female
4.0,26.0,ala,Female
11.0,74.0,sha,Female
19.0,21.0,ari,Female
3.0,78.0,ika,Female
0.0,2.0,nju,Female
1.0,5.0,ula,Female
11.0,74.0,sha,Female
1.0,1.0,sri,Female
7.0,13.0,ama,Female
2.0,10.0,hri,Female
0.0,4.0,nvi,Female
0.0,9.0,ngi,Female
0.0,1.0,umi,Female
9.0,24.0,aya,Female
4.0,5.0,uri,Female
4.0,13.0,dha,Female
0.0,32.0,ena,Female
6.0,27.0,shi,Female
1.0,23.0,era,Female
0.0,1.0,gha,Female
7.0,6.0,hna,Female
1.0,3.0,nka,Female
0.0,7.0,ili,Female
6.0,4.0,nal,Female
19.0,30.0,ati,Female
2.0,50.0,ini,Female
11.0,74.0,sha,Female
0.0,3.0,hti,Female
2.0,10.0,eta,Female
163.0,4.0,esh,Female
6.0,3.0,tul,Female
2.0,50.0,ini,Female
11.0,74.0,sha,Female
3.0,85.0,ita,Female
0.0,11.0,ona,Female
0.0,5.0,ica,Female
1.0,5.0,ula,Female
25.0,44.0,ani,Female
1.0,3.0,nka,Female
2.0,50.0,ini,Female
14.0,1.0,jay,Female
3.0,85.0,ita,Female
76.0,8.0,dra,Female
3.0,78.0,ika,Female
4.0,13.0,dha,Female
2.0,5.0,kta,Female
1.0,5.0,kti,Female
33.0,9.0,aan,Female
5.0,37.0,ara,Female
4.0,60.0,ina,Female
2.0,50.0,ini,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
7.0,7.0,ata,Female
1.0,6.0,mya,Female
3.0,10.0,nda,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
0.0,2.0,omi,Female
25.0,44.0,ani,Female
3.0,10.0,ada,Female
11.0,74.0,sha,Female
2.0,10.0,eta,Female
0.0,32.0,ena,Female
19.0,96.0,ana,Female
0.0,18.0,ela,Female
0.0,1.0,bja,Female
6.0,27.0,shi,Female
7.0,4.0,lam,Female
19.0,21.0,ari,Female
19.0,96.0,ana,Female
1.0,23.0,era,Female
2.0,5.0,aja,Female
0.0,1.0,eru,Female
2.0,10.0,eta,Female
0.0,4.0,eti,Female
0.0,12.0,eha,Female
17.0,10.0,hal,Female
6.0,7.0,tra,Female
8.0,8.0,dhi,Female
3.0,78.0,ika,Female
3.0,38.0,ira,Female
3.0,85.0,ita,Female
1.0,1.0,kki,Female
1.0,36.0,ila,Female
0.0,29.0,ima,Female
11.0,74.0,sha,Female
0.0,32.0,ena,Female
19.0,96.0,ana,Female
4.0,26.0,ala,Female
1.0,3.0,ayi,Female
7.0,13.0,ama,Female
11.0,74.0,sha,Female
6.0,27.0,shi,Female
2.0,9.0,nta,Female
3.0,85.0,ita,Female
2.0,50.0,ini,Female
2.0,15.0,tha,Female
1.0,17.0,iti,Female
12.0,2.0,tya,Female
10.0,53.0,iya,Female
3.0,85.0,ita,Female
19.0,30.0,ati,Female
0.0,1.0,pur,Female
0.0,3.0,ori,Female
20.0,1.0,tan,Female
6.0,5.0,jal,Female
0.0,2.0,svi,Female
2.0,50.0,ini,Female
11.0,74.0,sha,Female
11.0,74.0,sha,Female
19.0,21.0,ari,Female
19.0,21.0,ari,Female
3.0,7.0,lla,Female
1.0,2.0,Oni,Female
0.0,2.0,rja,Female
3.0,85.0,ita,Female
0.0,1.0,mni,Female
0.0,1.0,dma,Female
2.0,5.0,aja,Female
18.0,7.0,mal,Female
2.0,50.0,ini,Female
1.0,4.0,khi,Female
3.0,6.0,lak,Female
3.0,12.0,avi,Female
2.0,50.0,ini,Female
15.0,24.0,ali,Female
2.0,5.0,aja,Female
4.0,5.0,uri,Female
1.0,11.0,nna,Female
3.0,85.0,ita,Female
25.0,44.0,ani,Female
3.0,12.0,avi,Female
19.0,21.0,ari,Female
8.0,8.0,dhi,Female
6.0,3.0,jat,Female
0.0,1.0,rni,Female
3.0,78.0,ika,Female
3.0,1.0,rul,Female
25.0,44.0,ani,Female
19.0,30.0,ati,Female
30.0,61.0,een,Female
19.0,96.0,ana,Female
25.0,44.0,ani,Female
3.0,12.0,avi,Female
6.0,7.0,tra,Female
4.0,4.0,yal,Female
3.0,6.0,lak,Female
2.0,4.0,uni,Female
0.0,1.0,Pia,Female
15.0,24.0,ali,Female
2.0,8.0,uja,Female
0.0,2.0,oja,Female
5.0,6.0,nam,Female
0.0,1.0,rbi,Female
2.0,10.0,eta,Female
3.0,11.0,bha,Female
19.0,30.0,ati,Female
3.0,8.0,chi,Female
2.0,3.0,pta,Female
8.0,8.0,dhi,Female
19.0,30.0,ati,Female
1.0,2.0,gya,Female
1.0,17.0,iti,Female
3.0,5.0,uti,Female
1.0,36.0,ila,Female
1.0,17.0,iti,Female
19.0,30.0,ati,Female
0.0,5.0,pti,Female
19.0,96.0,ana,Female
1.0,4.0,nsa,Female
0.0,10.0,nti,Female
11.0,74.0,sha,Female
11.0,74.0,sha,Female
3.0,11.0,bha,Female
0.0,29.0,ima,Female
2.0,15.0,tha,Female
0.0,4.0,eti,Female
4.0,2.0,rem,Female
2.0,14.0,ema,Female
19.0,96.0,ana,Female
3.0,85.0,ita,Female
3.0,6.0,asi,Female
3.0,85.0,ita,Female
1.0,17.0,iti,Female
10.0,53.0,iya,Female
2.0,50.0,ini,Female
4.0,4.0,yal,Female
9.0,4.0,yam,Female
3.0,10.0,ada,Female
1.0,3.0,nka,Female
3.0,85.0,ita,Female
3.0,85.0,ita,Female
0.0,29.0,ima,Female
2.0,3.0,rva,Female
2.0,5.0,aja,Female
1.0,1.0,hpa,Female
15.0,24.0,ali,Female
3.0,85.0,ita,Female
1.0,4.0,khi,Female
19.0,96.0,ana,Female
4.0,13.0,dha,Female
3.0,78.0,ika,Female
2.0,50.0,ini,Female
2.0,7.0,hmi,Female
2.0,50.0,ini,Female
4.0,13.0,dha,Female
3.0,6.0,asi,Female
19.0,21.0,ari,Female
4.0,1.0,aji,Female
19.0,21.0,ari,Female
2.0,10.0,hri,Female
0.0,1.0,jvi,Female
2.0,2.0,aka,Female
11.0,74.0,sha,Female
0.0,29.0,ima,Female
25.0,44.0,ani,Female
3.0,78.0,ika,Female
3.0,11.0,bha,Female
3.0,85.0,ita,Female
0.0,11.0,ona,Female
1.0,6.0,mya,Female
25.0,44.0,ani,Female
3.0,85.0,ita,Female
19.0,96.0,ana,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
6.0,27.0,shi,Female
2.0,7.0,hmi,Female
3.0,78.0,ika,Female
3.0,78.0,ika,Female
0.0,7.0,sna,Female
19.0,30.0,ati,Female
1.0,2.0,tna,Female
15.0,24.0,ali,Female
0.0,11.0,Ria,Female
6.0,3.0,tul,Female
1.0,12.0,kha,Female
0.0,32.0,ena,Female
0.0,1.0,enu,Female
3.0,2.0,uka,Female
17.0,7.0,ham,Female
2.0,8.0,hma,Female
2.0,7.0,hmi,Female
2.0,3.0,eva,Female
19.0,30.0,ati,Female
0.0,1.0,ewa,Female
0.0,1.0,hea,Female
1.0,5.0,cha,Female
8.0,8.0,dhi,Female
11.0,1.0,him,Female
3.0,78.0,ika,Female
0.0,29.0,ima,Female
3.0,85.0,ita,Female
3.0,78.0,ika,Female
0.0,1.0,itu,Female
10.0,53.0,iya,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
0.0,5.0,oma,Female
1.0,36.0,ila,Female
2.0,1.0,pam,Female
19.0,96.0,ana,Female
1.0,4.0,hni,Female
0.0,1.0,osy,Female
1.0,5.0,cha,Female
3.0,8.0,chi,Female
3.0,38.0,ira,Female
3.0,85.0,ita,Female
25.0,44.0,ani,Female
25.0,44.0,ani,Female
0.0,5.0,uhi,Female
2.0,50.0,ini,Female
1.0,7.0,uma,Female
3.0,2.0,Run,Female
0.0,2.0,upa,Female
0.0,2.0,opa,Female
23.0,3.0,pal,Female
15.0,24.0,ali,Female
6.0,27.0,shi,Female
2.0,10.0,hri,Female
3.0,78.0,ika,Female
1.0,1.0,njh,Female
3.0,78.0,ika,Female
3.0,8.0,chi,Female
19.0,30.0,ati,Female
1.0,11.0,una,Female
19.0,96.0,ana,Female
3.0,78.0,ika,Female
1.0,2.0,hvi,Female
3.0,78.0,ika,Female
1.0,11.0,una,Female
19.0,96.0,ana,Female
1.0,2.0,eli,Female
0.0,7.0,ili,Female
0.0,2.0,jni,Female
1.0,4.0,khi,Female
6.0,27.0,shi,Female
1.0,2.0,oni,Female
2.0,15.0,tha,Female
9.0,24.0,aya,Female
11.0,74.0,sha,Female
3.0,85.0,ita,Female
4.0,13.0,dha,Female
0.0,12.0,iha,Female
3.0,85.0,ita,Female
3.0,10.0,ada,Female
1.0,9.0,rna,Female
8.0,8.0,dhi,Female
1.0,4.0,hta,Female
15.0,24.0,ali,Female
9.0,24.0,aya,Female
3.0,85.0,ita,Female
8.0,3.0,hya,Female
2.0,10.0,eta,Female
10.0,53.0,iya,Female
19.0,96.0,ana,Female
25.0,44.0,ani,Female
0.0,1.0,vni,Female
0.0,2.0,oli,Female
2.0,5.0,kta,Female
1.0,5.0,ula,Female
8.0,8.0,dhi,Female
13.0,4.0,bar,Female
1.0,17.0,iti,Female
13.0,2.0,osh,Female
2.0,5.0,kta,Female
6.0,2.0,pan,Female
1.0,9.0,rna,Female
0.0,2.0,pna,Female
5.0,37.0,ara,Female
6.0,27.0,shi,Female
0.0,2.0,rla,Female
7.0,13.0,ama,Female
19.0,30.0,ati,Female
19.0,30.0,ati,Female
1.0,1.0,gam,Female
3.0,78.0,ika,Female
3.0,85.0,ita,Female
0.0,1.0,roj,Female
0.0,2.0,oja,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
19.0,30.0,ati,Female
12.0,2.0,tya,Female
3.0,85.0,ita,Female
6.0,3.0,tri,Female
2.0,14.0,ema,Female
6.0,5.0,jal,Female
3.0,8.0,chi,Female
1.0,36.0,ila,Female
0.0,7.0,ili,Female
0.0,1.0,lja,Female
1.0,5.0,kti,Female
4.0,26.0,ala,Female
2.0,2.0,aka,Female
7.0,1.0,lin,Female
2.0,50.0,ini,Female
3.0,12.0,avi,Female
3.0,85.0,ita,Female
0.0,3.0,asa,Female
19.0,21.0,ari,Female
2.0,9.0,nta,Female
0.0,10.0,nti,Female
3.0,10.0,ada,Female
4.0,14.0,nya,Female
3.0,78.0,ika,Female
1.0,36.0,ila,Female
2.0,15.0,tha,Female
1.0,9.0,rna,Female
25.0,44.0,ani,Female
6.0,27.0,shi,Female
2.0,50.0,ini,Female
19.0,30.0,ati,Female
15.0,24.0,ali,Female
0.0,18.0,ela,Female
3.0,2.0,tal,Female
15.0,24.0,ali,Female
3.0,78.0,ika,Female
15.0,24.0,ali,Female
1.0,12.0,kha,Female
11.0,74.0,sha,Female
0.0,1.0,lpa,Female
0.0,1.0,lpi,Female
3.0,78.0,ika,Female
3.0,85.0,ita,Female
2.0,50.0,ini,Female
0.0,1.0,pra,Female
0.0,9.0,ngi,Female
25.0,44.0,ani,Female
3.0,78.0,ika,Female
3.0,11.0,bha,Female
19.0,96.0,ana,Female
3.0,85.0,ita,Female
4.0,13.0,dha,Female
25.0,44.0,ani,Female
0.0,4.0,sti,Female
4.0,4.0,vya,Female
2.0,6.0,ree,Female
1.0,3.0,sta,Female
6.0,5.0,thi,Female
10.0,6.0,eya,Female
6.0,27.0,shi,Female
2.0,10.0,hri,Female
1.0,3.0,evi,Female
25.0,44.0,ani,Female
1.0,3.0,ayi,Female
0.0,1.0,lli,Female
3.0,5.0,uti,Female
0.0,9.0,ngi,Female
3.0,2.0,bhi,Female
2.0,9.0,hra,Female
3.0,8.0,chi,Female
3.0,85.0,ita,Female
3.0,85.0,ita,Female
1.0,1.0,kla,Female
1.0,5.0,kti,Female
2.0,10.0,eta,Female
7.0,13.0,ama,Female
18.0,7.0,mal,Female
4.0,26.0,ala,Female
15.0,24.0,ali,Female
3.0,78.0,ika,Female
0.0,9.0,ngi,Female
0.0,13.0,yla,Female
0.0,4.0,Sia,Female
25.0,44.0,ani,Female
8.0,8.0,dhi,Female
3.0,78.0,ika,Female
0.0,29.0,ima,Female
0.0,1.0,imi,Female
32.0,3.0,ran,Female
3.0,85.0,ita,Female
3.0,85.0,ita,Female
7.0,2.0,dhu,Female
2.0,8.0,uja,Female
3.0,85.0,ita,Female
5.0,37.0,ara,Female
3.0,85.0,ita,Female
1.0,17.0,iti,Female
1.0,17.0,iti,Female
3.0,5.0,uti,Female
0.0,1.0,neh,Female
0.0,12.0,eha,Female
17.0,10.0,hal,Female
7.0,7.0,ata,Female
0.0,1.0,ehi,Female
0.0,1.0,gda,Female
4.0,13.0,dha,Female
1.0,4.0,hni,Female
0.0,5.0,oma,Female
2.0,7.0,hmi,Female
0.0,11.0,ona,Female
6.0,27.0,shi,Female
6.0,4.0,nal,Female
15.0,24.0,ali,Female
0.0,13.0,nia,Female
3.0,78.0,ika,Female
4.0,14.0,nya,Female
1.0,6.0,mya,Female
3.0,2.0,bhi,Female
6.0,5.0,thi,Female
3.0,3.0,rti,Female
0.0,3.0,hti,Female
1.0,2.0,dya,Female
3.0,85.0,ita,Female
3.0,5.0,uti,Female
76.0,8.0,dra,Female
1.0,2.0,gya,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
2.0,10.0,eta,Female
3.0,8.0,chi,Female
3.0,38.0,ira,Female
3.0,85.0,ita,Female
6.0,7.0,tra,Female
0.0,29.0,ima,Female
19.0,96.0,ana,Female
0.0,2.0,epa,Female
2.0,3.0,pta,Female
11.0,74.0,sha,Female
4.0,13.0,dha,Female
11.0,74.0,sha,Female
0.0,5.0,pti,Female
1.0,17.0,iti,Female
3.0,85.0,ita,Female
25.0,44.0,ani,Female
11.0,1.0,has,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
4.0,26.0,ala,Female
7.0,7.0,ata,Female
9.0,24.0,aya,Female
4.0,14.0,nya,Female
6.0,27.0,shi,Female
1.0,17.0,iti,Female
3.0,11.0,bha,Female
19.0,96.0,ana,Female
3.0,11.0,bha,Female
1.0,12.0,kha,Female
19.0,96.0,ana,Female
59.0,8.0,man,Female
6.0,5.0,thi,Female
4.0,13.0,dha,Female
3.0,85.0,ita,Female
4.0,60.0,ina,Female
3.0,10.0,nda,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
25.0,44.0,ani,Female
19.0,21.0,ari,Female
0.0,4.0,eti,Female
6.0,7.0,tra,Female
1.0,36.0,ila,Female
3.0,85.0,ita,Female
1.0,17.0,iti,Female
1.0,9.0,rna,Female
3.0,11.0,bha,Female
28.0,1.0,eet,Female
1.0,17.0,iti,Female
10.0,53.0,iya,Female
11.0,74.0,sha,Female
4.0,4.0,nga,Female
0.0,9.0,ngi,Female
3.0,12.0,avi,Female
1.0,12.0,kha,Female
4.0,60.0,ina,Female
3.0,8.0,chi,Female
7.0,13.0,ama,Female
0.0,10.0,nti,Female
1.0,36.0,ila,Female
2.0,8.0,hma,Female
19.0,96.0,ana,Female
3.0,85.0,ita,Female
1.0,9.0,rna,Female
1.0,9.0,rna,Female
1.0,12.0,kha,Female
4.0,26.0,ala,Female
8.0,8.0,dhi,Female
0.0,2.0,pna,Female
15.0,24.0,ali,Female
0.0,4.0,sti,Female
19.0,30.0,ati,Female
1.0,11.0,nna,Female
3.0,6.0,asi,Female
9.0,24.0,aya,Female
3.0,78.0,ika,Female
11.0,74.0,sha,Female
1.0,3.0,ayi,Female
2.0,15.0,tha,Female
8.0,1.0,anu,Female
2.0,8.0,uja,Female
2.0,10.0,hri,Female
0.0,4.0,nvi,Female
4.0,14.0,nya,Female
25.0,44.0,ani,Female
3.0,6.0,asi,Female
2.0,2.0,sya,Female
19.0,30.0,ati,Female
1.0,2.0,api,Female
5.0,37.0,ara,Female
2.0,3.0,ral,Female
4.0,26.0,ala,Female
19.0,96.0,ana,Female
25.0,44.0,ani,Female
2.0,50.0,ini,Female
25.0,44.0,ani,Female
0.0,2.0,rla,Female
3.0,4.0,aru,Female
3.0,4.0,aru,Female
1.0,11.0,una,Female
2.0,4.0,uni,Female
3.0,78.0,ika,Female
2.0,15.0,tha,Female
6.0,5.0,jal,Female
10.0,2.0,jas,Female
0.0,2.0,svi,Female
0.0,1.0,swi,Female
2.0,50.0,ini,Female
0.0,7.0,haa,Female
7.0,13.0,ama,Female
2.0,3.0,ral,Female
1.0,1.0,ale,Female
19.0,96.0,ana,Female
25.0,44.0,ani,Female
6.0,7.0,tra,Female
2.0,3.0,pta,Female
0.0,5.0,pti,Female
11.0,74.0,sha,Female
4.0,26.0,ala,Female
7.0,6.0,hna,Female
0.0,1.0,eni,Female
10.0,53.0,iya,Female
4.0,60.0,ina,Female
3.0,78.0,ika,Female
0.0,1.0,lsi,Female
0.0,4.0,sti,Female
3.0,85.0,ita,Female
1.0,17.0,iti,Female
10.0,2.0,jas,Female
2.0,50.0,ini,Female
4.0,26.0,ala,Female
4.0,26.0,ala,Female
0.0,2.0,lka,Female
1.0,7.0,Uma,Female
19.0,30.0,ati,Female
7.0,13.0,ama,Female
19.0,96.0,ana,Female
0.0,2.0,rja,Female
0.0,2.0,rmi,Female
1.0,36.0,ila,Female
3.0,85.0,ita,Female
6.0,27.0,shi,Female
0.0,2.0,rvi,Female
11.0,74.0,sha,Female
32.0,3.0,ran,Female
2.0,8.0,hma,Female
10.0,2.0,mil,Female
5.0,37.0,ara,Female
2.0,10.0,eta,Female
3.0,78.0,ika,Female
11.0,74.0,sha,Female
2.0,50.0,ini,Female
1.0,11.0,una,Female
19.0,96.0,ana,Female
2.0,50.0,ini,Female
1.0,36.0,ila,Female
0.0,2.0,oda,Female
5.0,37.0,ara,Female
19.0,30.0,ati,Female
1.0,1.0,tee,Female
25.0,44.0,ani,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
19.0,96.0,ana,Female
3.0,85.0,ita,Female
2.0,5.0,kta,Female
1.0,5.0,kti,Female
3.0,78.0,ika,Female
9.0,1.0,ban,Male
3.0,0.0,bid,Male
3.0,1.0,dil,Male
16.0,2.0,hil,Male
7.0,4.0,lam,Male
4.0,2.0,lee,Male
7.0,0.0,lim,Male
10.0,2.0,mil,Male
11.0,0.0,mir,Male
5.0,0.0,qib,Male
2.0,0.0,qil,Male
3.0,0.0,rif,Male
2.0,0.0,riz,Male
30.0,3.0,yan,Male
3.0,0.0,hif,Male
27.0,1.0,hir,Male
4.0,0.0,sif,Male
11.0,0.0,sim,Male
3.0,1.0,tif,Male
2.0,1.0,aus,Male
30.0,3.0,yan,Male
6.0,1.0,zim,Male
33.0,9.0,aan,Male
2.0,0.0,dul,Male
2.0,1.0,bas,Male
4.0,2.0,lee,Male
3.0,0.0,Adl,Male
1.0,0.0,fuw,Male
13.0,3.0,had,Male
37.0,9.0,eem,Male
7.0,0.0,lim,Male
3.0,3.0,wal,Male
7.0,2.0,eez,Male
6.0,1.0,zim,Male
2.0,1.0,ziz,Male
19.0,21.0,ari,Male
4.0,0.0,sit,Male
5.0,1.0,dee,Male
19.0,3.0,ith,Male
5.0,0.0,aqi,Male
19.0,21.0,ari,Male
39.0,6.0,eer,Male
8.0,2.0,tin,Male
6.0,8.0,tah,Male
12.0,2.0,aar,Male
11.0,6.0,oor,Male
7.0,2.0,eez,Male
3.0,0.0,fiz,Male
1.0,0.0,kam,Male
37.0,9.0,eem,Male
37.0,9.0,eem,Male
7.0,0.0,lim,Male
26.0,4.0,eed,Male
3.0,0.0,mid,Male
10.0,7.0,nan,Male
5.0,0.0,Haq,Male
17.0,2.0,eeb,Male
3.0,0.0,sib,Male
1.0,0.0,ayy,Male
12.0,2.0,aar,Male
21.0,2.0,eel,Male
7.0,0.0,wad,Male
11.0,1.0,bir,Male
37.0,9.0,eem,Male
5.0,0.0,rim,Male
11.0,1.0,bir,Male
10.0,0.0,eef,Male
7.0,0.0,jid,Male
6.0,0.0,lik,Male
26.0,4.0,eed,Male
25.0,44.0,ani,Male
10.0,7.0,nan,Male
30.0,61.0,een,Male
5.0,1.0,dee,Male
26.0,4.0,eed,Male
15.0,7.0,min,Male
15.0,7.0,min,Male
7.0,1.0,sin,Male
1.0,0.0,yee,Male
2.0,0.0,uiz,Male
17.0,2.0,eeb,Male
2.0,1.0,nim,Male
1.0,0.0,qim,Male
28.0,1.0,eet,Male
4.0,0.0,sit,Male
2.0,0.0,wir,Male
3.0,8.0,aal,Male
3.0,5.0,uti,Male
1.0,1.0,nni,Male
8.0,0.0,afi,Male
39.0,6.0,eer,Male
11.0,6.0,oor,Male
11.0,0.0,dir,Male
39.0,6.0,eer,Male
11.0,0.0,dir,Male
12.0,2.0,aar,Male
2.0,1.0,yum,Male
3.0,2.0,oos,Male
8.0,0.0,afi,Male
2.0,0.0,abb,Male
8.0,0.0,afi,Male
37.0,9.0,eem,Male
11.0,1.0,him,Male
59.0,8.0,man,Male
5.0,0.0,qib,Male
3.0,0.0,auf,Male
1.0,1.0,wab,Male
15.0,24.0,ali,Male
13.0,0.0,hid,Male
7.0,0.0,jid,Male
2.0,0.0,kil,Male
1.0,0.0,liy,Male
3.0,6.0,asi,Male
4.0,2.0,lee,Male
37.0,9.0,eem,Male
37.0,9.0,eem,Male
5.0,0.0,aqi,Male
19.0,21.0,ari,Male
4.0,0.0,sit,Male
3.0,0.0,arr,Male
27.0,1.0,hir,Male
9.0,2.0,far,Male
1.0,0.0,fur,Male
25.0,44.0,ani,Male
8.0,1.0,adi,Male
2.0,0.0,edh,Male
37.0,9.0,eem,Male
37.0,9.0,eem,Male
26.0,4.0,eed,Male
1.0,0.0,aqq,Male
17.0,2.0,eeb,Male
13.0,4.0,bar,Male
21.0,2.0,eel,Male
37.0,9.0,eem,Male
1.0,0.0,liq,Male
13.0,66.0,lah,Male
10.0,0.0,eef,Male
26.0,4.0,eed,Male
7.0,0.0,jid,Male
6.0,0.0,lik,Male
1.0,0.0,eid,Male
1.0,4.0,hni,Male
2.0,1.0,izz,Male
17.0,2.0,eeb,Male
15.0,7.0,min,Male
11.0,0.0,dir,Male
4.0,2.0,lee,Male
3.0,0.0,Nur,Male
11.0,0.0,dir,Male
65.0,4.0,har,Male
1.0,0.0,oum,Male
2.0,1.0,dus,Male
26.0,4.0,eed,Male
13.0,0.0,hid,Male
7.0,0.0,jid,Male
6.0,0.0,ood,Male
10.0,2.0,hab,Male
19.0,3.0,ith,Male
59.0,8.0,man,Male
13.0,0.0,hid,Male
2.0,0.0,zaq,Male
37.0,9.0,eem,Male
59.0,8.0,man,Male
17.0,2.0,eeb,Male
26.0,4.0,eed,Male
3.0,0.0,auf,Male
2.0,0.0,zaq,Male
2.0,1.0,dur,Male
2.0,1.0,dus,Male
3.0,0.0,bur,Male
7.0,1.0,aam,Male
10.0,0.0,mad,Male
7.0,1.0,ami,Male
6.0,0.0,tar,Male
8.0,0.0,afi,Male
2.0,0.0,ooh,Male
13.0,0.0,hid,Male
