% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Bigrams_2

@RELATION Gender_Bigrams_2

@ATTRIBUTE Bigram_2_Male  NUMERIC
@ATTRIBUTE Bigram_2_Female  NUMERIC
@ATTRIBUTE Bigram_2  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
423.0,65.0,an,Female
423.0,65.0,an,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
64.0,220.0,ea,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
111.0,21.0,ih,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
20.0,45.0,ui,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
6.0,22.0,ei,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
73.0,168.0,ya,Female
2.0,2.0,oo,Female
20.0,45.0,ui,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
423.0,65.0,an,Female
20.0,100.0,ii,Female
7.0,20.0,oi,Female
66.0,611.0,ia,Female
138.0,55.0,al,Female
138.0,55.0,al,Female
138.0,55.0,al,Female
138.0,55.0,al,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
9.0,15.0,um,Female
15.0,3.0,ud,Female
138.0,55.0,al,Female
20.0,45.0,ui,Female
178.0,242.0,ai,Female
9.0,15.0,um,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
73.0,168.0,ya,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
66.0,611.0,ia,Female
4.0,4.0,iy,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
4.0,51.0,oa,Female
4.0,51.0,oa,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
56.0,12.0,au,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
25.0,6.0,ur,Female
20.0,45.0,ui,Female
66.0,611.0,ia,Female
20.0,45.0,ui,Female
6.0,22.0,ei,Female
59.0,10.0,ak,Female
178.0,242.0,ai,Female
6.0,22.0,ei,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
56.0,12.0,au,Female
39.0,98.0,ua,Female
39.0,98.0,ua,Female
20.0,45.0,ui,Female
131.0,401.0,aa,Female
20.0,45.0,ui,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
20.0,45.0,ui,Female
73.0,168.0,ya,Female
20.0,45.0,ui,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
178.0,242.0,ai,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
20.0,100.0,ii,Female
138.0,55.0,al,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
64.0,220.0,ea,Female
20.0,100.0,ii,Female
64.0,220.0,ea,Female
183.0,13.0,eh,Female
35.0,7.0,ul,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
4.0,51.0,oa,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
20.0,100.0,ii,Female
56.0,11.0,ay,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
39.0,98.0,ua,Female
20.0,45.0,ui,Female
423.0,65.0,an,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
73.0,168.0,ya,Female
131.0,401.0,aa,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
7.0,20.0,oi,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
131.0,401.0,aa,Female
64.0,220.0,ea,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
113.0,36.0,am,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
64.0,220.0,ea,Female
131.0,401.0,aa,Female
23.0,2.0,eu,Female
64.0,220.0,ea,Female
6.0,22.0,ei,Female
64.0,220.0,ea,Female
138.0,55.0,al,Female
64.0,220.0,ea,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
3.0,4.0,yi,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
73.0,168.0,ya,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
25.0,6.0,ur,Female
7.0,20.0,oi,Female
423.0,65.0,an,Female
138.0,55.0,al,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
64.0,220.0,ea,Female
7.0,20.0,Oi,Female
4.0,51.0,oa,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
138.0,55.0,al,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
59.0,10.0,ak,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
20.0,45.0,ui,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
139.0,37.0,at,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
35.0,7.0,ul,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
57.0,65.0,en,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
138.0,55.0,al,Female
59.0,10.0,ak,Female
20.0,45.0,ui,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
39.0,98.0,ua,Female
4.0,51.0,oa,Female
113.0,36.0,am,Female
7.0,20.0,oi,Female
64.0,220.0,ea,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
64.0,220.0,ea,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
20.0,100.0,ii,Female
20.0,45.0,ui,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
64.0,220.0,ea,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
6.0,22.0,ei,Female
44.0,11.0,em,Female
64.0,220.0,ea,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
73.0,168.0,ya,Female
20.0,100.0,ii,Female
138.0,55.0,al,Female
113.0,36.0,am,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
131.0,401.0,aa,Female
39.0,98.0,ua,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
4.0,51.0,oa,Female
73.0,168.0,ya,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
35.0,7.0,ul,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
23.0,2.0,eu,Female
39.0,98.0,ua,Female
113.0,36.0,am,Female
64.0,220.0,ea,Female
6.0,22.0,ei,Female
64.0,220.0,ea,Female
178.0,242.0,ai,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
59.0,6.0,im,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
15.0,6.0,iu,Female
73.0,168.0,ya,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
4.0,51.0,oa,Female
66.0,611.0,ia,Female
113.0,36.0,am,Female
131.0,401.0,aa,Female
7.0,20.0,oi,Female
2.0,3.0,oy,Female
39.0,98.0,ua,Female
20.0,45.0,ui,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
20.0,45.0,ui,Female
20.0,100.0,ii,Female
39.0,98.0,ua,Female
18.0,5.0,un,Female
39.0,98.0,ua,Female
4.0,51.0,oa,Female
138.0,55.0,al,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
269.0,617.0,ah,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
39.0,98.0,ua,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
131.0,401.0,aa,Female
6.0,22.0,ei,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
7.0,20.0,oi,Female
131.0,401.0,aa,Female
73.0,168.0,ya,Female
64.0,220.0,ea,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
4.0,51.0,oa,Female
20.0,100.0,ii,Female
39.0,98.0,ua,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
73.0,168.0,ya,Female
64.0,220.0,ea,Female
73.0,168.0,ya,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
6.0,22.0,ei,Female
7.0,20.0,oi,Female
39.0,98.0,ua,Female
39.0,98.0,ua,Female
20.0,100.0,ii,Female
264.0,30.0,ar,Female
20.0,100.0,ii,Female
25.0,2.0,oh,Female
39.0,98.0,ua,Female
423.0,65.0,an,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
113.0,36.0,am,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
7.0,1.0,oj,Female
4.0,51.0,oa,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
64.0,220.0,ea,Female
138.0,55.0,al,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
90.0,29.0,in,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
64.0,220.0,ea,Female
138.0,55.0,al,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
4.0,51.0,oa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
23.0,17.0,ee,Female
64.0,220.0,ea,Female
6.0,22.0,ei,Female
73.0,168.0,ya,Female
178.0,242.0,ai,Female
0.0,0.0,ei,Female
6.0,22.0,ai,Female
178.0,242.0,yi,Female
3.0,4.0,ai,Female
178.0,242.0,ui,Female
20.0,45.0,ai,Female
178.0,242.0,ui,Female
20.0,45.0,ua,Female
39.0,98.0,ui,Female
20.0,45.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ua,Female
39.0,98.0,ui,Female
20.0,45.0,ea,Female
64.0,220.0,aa,Female
131.0,401.0,al,Female
138.0,55.0,aa,Female
131.0,401.0,ai,Female
178.0,242.0,ia,Female
66.0,611.0,ai,Female
178.0,242.0,ya,Female
73.0,168.0,ia,Female
66.0,611.0,ai,Female
178.0,242.0,ii,Female
20.0,100.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ii,Female
20.0,100.0,an,Female
423.0,65.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,iu,Female
15.0,6.0,ua,Female
39.0,98.0,ia,Female
66.0,611.0,aa,Female
131.0,401.0,ia,Female
66.0,611.0,ii,Female
20.0,100.0,ii,Female
20.0,100.0,ui,Female
20.0,45.0,eh,Female
183.0,13.0,ea,Female
64.0,220.0,al,Female
138.0,55.0,aa,Female
131.0,401.0,ei,Female
6.0,22.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,oi,Female
7.0,20.0,oa,Female
4.0,51.0,ai,Female
178.0,242.0,oa,Female
4.0,51.0,ai,Female
178.0,242.0,al,Female
138.0,55.0,ai,Female
178.0,242.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ya,Female
73.0,168.0,ya,Female
73.0,168.0,ai,Female
178.0,242.0,oi,Female
7.0,20.0,oi,Female
7.0,20.0,ii,Female
20.0,100.0,ya,Female
73.0,168.0,ia,Female
66.0,611.0,ui,Female
20.0,45.0,aa,Female
131.0,401.0,ya,Female
73.0,168.0,ii,Female
20.0,100.0,ia,Female
66.0,611.0,ea,Female
64.0,220.0,ui,Female
20.0,45.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,aa,Female
131.0,401.0,ea,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
64.0,220.0,ua,Female
39.0,98.0,ia,Female
66.0,611.0,ii,Female
20.0,100.0,ii,Female
20.0,100.0,ia,Female
66.0,611.0,ai,Female
178.0,242.0,as,Female
75.0,11.0,ii,Female
20.0,100.0,ia,Female
66.0,611.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,ya,Female
73.0,168.0,ya,Female
73.0,168.0,ei,Female
6.0,22.0,ii,Female
20.0,100.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,ua,Female
39.0,98.0,ea,Female
64.0,220.0,aa,Female
131.0,401.0,an,Female
423.0,65.0,ai,Female
178.0,242.0,ea,Female
64.0,220.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,aa,Female
131.0,401.0,ii,Female
20.0,100.0,ia,Female
66.0,611.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ei,Female
6.0,22.0,ea,Female
64.0,220.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ii,Female
20.0,100.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,et,Female
41.0,6.0,ii,Female
20.0,100.0,ya,Female
73.0,168.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ea,Female
64.0,220.0,ia,Female
66.0,611.0,ui,Female
20.0,45.0,aa,Female
131.0,401.0,ai,Female
178.0,242.0,ia,Female
66.0,611.0,ua,Female
39.0,98.0,aa,Female
131.0,401.0,ia,Female
66.0,611.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,ea,Female
64.0,220.0,aa,Female
131.0,401.0,ai,Female
178.0,242.0,aa,Female
131.0,401.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,aa,Female
131.0,401.0,ai,Female
178.0,242.0,ya,Female
73.0,168.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,yi,Female
3.0,4.0,ia,Female
66.0,611.0,au,Female
56.0,12.0,ua,Female
39.0,98.0,ui,Female
20.0,45.0,ai,Female
178.0,242.0,ya,Female
73.0,168.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ya,Female
73.0,168.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,aa,Female
131.0,401.0,al,Female
138.0,55.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,ai,Female
178.0,242.0,ii,Female
20.0,100.0,ai,Female
178.0,242.0,aa,Female
131.0,401.0,au,Female
56.0,12.0,au,Female
56.0,12.0,ua,Female
39.0,98.0,ui,Female
20.0,45.0,ia,Female
66.0,611.0,ea,Female
64.0,220.0,al,Female
138.0,55.0,as,Female
75.0,11.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ii,Female
20.0,100.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,al,Female
138.0,55.0,ae,Female
6.0,7.0,aa,Female
131.0,401.0,ai,Female
178.0,242.0,ea,Female
64.0,220.0,ia,Female
66.0,611.0,ii,Female
20.0,100.0,ia,Female
66.0,611.0,aa,Female
131.0,401.0,ia,Female
66.0,611.0,ei,Female
6.0,22.0,ya,Female
73.0,168.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ui,Female
20.0,45.0,ui,Female
20.0,45.0,ia,Female
66.0,611.0,ii,Female
20.0,100.0,as,Female
75.0,11.0,ii,Female
20.0,100.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,Ua,Female
39.0,98.0,Ua,Female
39.0,98.0,ai,Female
178.0,242.0,aa,Female
131.0,401.0,aa,Female
131.0,401.0,Ua,Female
39.0,98.0,Ui,Female
20.0,45.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ai,Female
178.0,242.0,Ui,Female
20.0,45.0,Ua,Female
39.0,98.0,an,Female
423.0,65.0,Ua,Female
39.0,98.0,il,Female
66.0,10.0,aa,Female
131.0,401.0,ea,Female
64.0,220.0,ia,Female
66.0,611.0,aa,Female
131.0,401.0,ii,Female
20.0,100.0,ua,Female
39.0,98.0,aa,Female
131.0,401.0,ii,Female
20.0,100.0,ia,Female
66.0,611.0,oa,Female
4.0,51.0,aa,Female
131.0,401.0,ai,Female
178.0,242.0,ee,Female
23.0,17.0,ai,Female
178.0,242.0,ii,Female
20.0,100.0,ia,Female
66.0,611.0,aa,Female
131.0,401.0,ia,Female
66.0,611.0,ua,Female
39.0,98.0,ui,Female
20.0,45.0,ia,Female
66.0,611.0,an,Female
423.0,65.0,id,Male
55.0,1.0,il,Male
66.0,10.0,il,Male
66.0,10.0,am,Male
113.0,36.0,ee,Male
23.0,17.0,im,Male
59.0,6.0,il,Male
66.0,10.0,ir,Male
114.0,6.0,ib,Male
34.0,4.0,il,Male
66.0,10.0,if,Male
19.0,1.0,iz,Male
22.0,2.0,an,Male
423.0,65.0,if,Male
19.0,1.0,ir,Male
114.0,6.0,if,Male
19.0,1.0,im,Male
59.0,6.0,if,Male
19.0,1.0,us,Male
8.0,4.0,an,Male
423.0,65.0,im,Male
59.0,6.0,an,Male
423.0,65.0,ul,Male
35.0,7.0,as,Male
75.0,11.0,ee,Male
23.0,17.0,Al,Male
138.0,55.0,uw,Male
1.0,0.0,ad,Male
121.0,10.0,em,Male
44.0,11.0,im,Male
59.0,6.0,al,Male
138.0,55.0,ez,Male
8.0,2.0,im,Male
59.0,6.0,iz,Male
22.0,2.0,ai,Male
178.0,242.0,it,Male
117.0,9.0,ee,Male
23.0,17.0,ih,Male
111.0,21.0,ai,Male
178.0,242.0,ai,Male
178.0,242.0,er,Male
73.0,16.0,in,Male
90.0,29.0,ah,Male
269.0,617.0,ar,Male
264.0,30.0,or,Male
19.0,7.0,ez,Male
8.0,2.0,iz,Male
22.0,2.0,am,Male
113.0,36.0,em,Male
44.0,11.0,em,Male
44.0,11.0,im,Male
59.0,6.0,ed,Male
40.0,5.0,id,Male
55.0,1.0,an,Male
423.0,65.0,aq,Male
17.0,4.0,eb,Male
24.0,2.0,ib,Male
34.0,4.0,yy,Male
4.0,0.0,ar,Male
264.0,30.0,el,Male
48.0,18.0,ad,Male
121.0,10.0,ir,Male
114.0,6.0,em,Male
44.0,11.0,im,Male
59.0,6.0,ir,Male
114.0,6.0,ef,Male
12.0,0.0,id,Male
55.0,1.0,ik,Male
48.0,0.0,ed,Male
40.0,5.0,ai,Male
178.0,242.0,an,Male
423.0,65.0,en,Male
57.0,65.0,ee,Male
23.0,17.0,ed,Male
40.0,5.0,in,Male
90.0,29.0,in,Male
90.0,29.0,in,Male
90.0,29.0,ee,Male
23.0,17.0,iz,Male
22.0,2.0,eb,Male
24.0,2.0,im,Male
59.0,6.0,im,Male
59.0,6.0,et,Male
41.0,6.0,it,Male
117.0,9.0,ir,Male
114.0,6.0,al,Male
138.0,55.0,ui,Male
20.0,45.0,ai,Male
178.0,242.0,ai,Male
178.0,242.0,er,Male
73.0,16.0,or,Male
19.0,7.0,ir,Male
114.0,6.0,er,Male
73.0,16.0,ir,Male
114.0,6.0,ar,Male
264.0,30.0,um,Male
9.0,15.0,os,Male
4.0,2.0,ai,Male
178.0,242.0,ab,Male
34.0,11.0,ai,Male
178.0,242.0,em,Male
44.0,11.0,im,Male
59.0,6.0,an,Male
423.0,65.0,ib,Male
34.0,4.0,uf,Male
6.0,0.0,ab,Male
34.0,11.0,ai,Male
178.0,242.0,id,Male
55.0,1.0,id,Male
55.0,1.0,il,Male
66.0,10.0,iy,Male
4.0,4.0,ai,Male
178.0,242.0,ee,Male
23.0,17.0,em,Male
44.0,11.0,em,Male
44.0,11.0,ai,Male
178.0,242.0,ai,Male
178.0,242.0,it,Male
117.0,9.0,ar,Male
264.0,30.0,ir,Male
114.0,6.0,ar,Male
264.0,30.0,ur,Male
25.0,6.0,ai,Male
178.0,242.0,ai,Male
178.0,242.0,eh,Male
183.0,13.0,em,Male
44.0,11.0,em,Male
44.0,11.0,ed,Male
40.0,5.0,aq,Male
17.0,4.0,eb,Male
24.0,2.0,ar,Male
264.0,30.0,el,Male
48.0,18.0,em,Male
44.0,11.0,iq,Male
22.0,0.0,ah,Male
269.0,617.0,ef,Male
12.0,0.0,ed,Male
40.0,5.0,id,Male
55.0,1.0,ik,Male
48.0,0.0,id,Male
55.0,1.0,ui,Male
20.0,45.0,iz,Male
22.0,2.0,eb,Male
24.0,2.0,in,Male
90.0,29.0,ir,Male
114.0,6.0,ee,Male
23.0,17.0,ur,Male
25.0,6.0,ir,Male
114.0,6.0,ar,Male
264.0,30.0,um,Male
9.0,15.0,us,Male
8.0,4.0,ed,Male
40.0,5.0,id,Male
55.0,1.0,id,Male
55.0,1.0,od,Male
15.0,0.0,ab,Male
34.0,11.0,ih,Male
111.0,21.0,an,Male
423.0,65.0,id,Male
55.0,1.0,aq,Male
17.0,4.0,em,Male
44.0,11.0,an,Male
423.0,65.0,eb,Male
24.0,2.0,ed,Male
40.0,5.0,uf,Male
6.0,0.0,aq,Male
17.0,4.0,ur,Male
25.0,6.0,us,Male
8.0,4.0,ur,Male
25.0,6.0,am,Male
113.0,36.0,ad,Male
121.0,10.0,ai,Male
178.0,242.0,ar,Male
264.0,30.0,ai,Male
178.0,242.0,oh,Male
25.0,2.0,id,Male
55.0,1.0,ur,Male
25.0,6.0,am,Male
113.0,36.0,ad,Male
121.0,10.0,ei,Male
6.0,22.0,ed,Male
40.0,5.0,ur,Male
25.0,6.0,id,Male
55.0,1.0,ai,Male
178.0,242.0,ad,Male
121.0,10.0,ar,Male
264.0,30.0,ah,Male
269.0,617.0,Ai,Male
178.0,242.0,Ai,Male
178.0,242.0,an,Male
423.0,65.0,ad,Male
121.0,10.0,an,Male
423.0,65.0,ai,Male
178.0,242.0,am,Male
113.0,36.0,ai,Male
178.0,242.0,ai,Male
178.0,242.0,eb,Male
24.0,2.0,el,Male
48.0,18.0,em,Male
44.0,11.0,el,Male
48.0,18.0,am,Male
113.0,36.0,em,Male
44.0,11.0,ib,Male
34.0,4.0,il,Male
66.0,10.0,iy,Male
4.0,4.0,Al,Male
138.0,55.0,an,Male
423.0,65.0,ir,Male
114.0,6.0,an,Male
423.0,65.0,aq,Male
17.0,4.0,ef,Male
12.0,0.0,an,Male
423.0,65.0,am,Male
113.0,36.0,if,Male
19.0,1.0,iq,Male
22.0,0.0,ah,Male
269.0,617.0,az,Male
36.0,12.0,uz,Male
2.0,1.0,ab,Male
34.0,11.0,ab,Male
34.0,11.0,al,Male
138.0,55.0,ar,Male
264.0,30.0,ab,Male
34.0,11.0,ad,Male
121.0,10.0,ad,Male
121.0,10.0,ar,Male
264.0,30.0,af,Male
11.0,5.0,an,Male
423.0,65.0,as,Male
75.0,11.0,an,Male
423.0,65.0,ab,Male
34.0,11.0,an,Male
423.0,65.0,ih,Male
111.0,21.0,az,Male
36.0,12.0,an,Male
423.0,65.0,at,Male
139.0,37.0,er,Male
73.0,16.0,ah,Male
269.0,617.0,al,Male
138.0,55.0,ar,Male
264.0,30.0,as,Male
75.0,11.0,em,Male
44.0,11.0,as,Male
75.0,11.0,an,Male
423.0,65.0,ah,Male
269.0,617.0,aq,Male
17.0,4.0,ar,Male
